sample_id,scene_id,split,cluster_id,cluster_name,input_image,input_mask,output_image,output_mask,cluster_image_rel,cluster_mask_rel,input_image_rel,input_mask_rel,output_image_rel,output_mask_rel
GF2_PMS1__L1A0001037899-MSS1_1280_3200,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_3200.png
GF2_PMS1__L1A0001037899-MSS1_1280_4480,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1280_4480.png
GF2_PMS1__L1A0001037899-MSS1_1920_2560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_2560.png
GF2_PMS1__L1A0001037899-MSS1_1920_4480,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_4480.png
GF2_PMS1__L1A0001037899-MSS1_1920_5120,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_5120.png
GF2_PMS1__L1A0001037899-MSS1_1920_6560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_1920_6560.png
GF2_PMS1__L1A0001037899-MSS1_2560_3840,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_3840.png
GF2_PMS1__L1A0001037899-MSS1_2560_4480,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_4480.png
GF2_PMS1__L1A0001037899-MSS1_2560_5120,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_2560_5120.png
GF2_PMS1__L1A0001037899-MSS1_3200_3840,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_3840.png
GF2_PMS1__L1A0001037899-MSS1_3200_5120,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5120.png
GF2_PMS1__L1A0001037899-MSS1_3200_5760,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_5760.png
GF2_PMS1__L1A0001037899-MSS1_3200_6400,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6400.png
GF2_PMS1__L1A0001037899-MSS1_3200_6560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_3200_6560.png
GF2_PMS1__L1A0001037899-MSS1_4480_3840,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_3840.png
GF2_PMS1__L1A0001037899-MSS1_4480_4480,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_4480.png
GF2_PMS1__L1A0001037899-MSS1_4480_5120,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5120.png
GF2_PMS1__L1A0001037899-MSS1_4480_5760,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_5760.png
GF2_PMS1__L1A0001037899-MSS1_4480_6400,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6400.png
GF2_PMS1__L1A0001037899-MSS1_4480_6560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_4480_6560.png
GF2_PMS1__L1A0001037899-MSS1_5120_3840,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_3840.png
GF2_PMS1__L1A0001037899-MSS1_5120_5760,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_5760.png
GF2_PMS1__L1A0001037899-MSS1_5120_6400,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6400.png
GF2_PMS1__L1A0001037899-MSS1_5120_6560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5120_6560.png
GF2_PMS1__L1A0001037899-MSS1_5760_3200,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3200.png
GF2_PMS1__L1A0001037899-MSS1_5760_3840,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_3840.png
GF2_PMS1__L1A0001037899-MSS1_5760_4480,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_4480.png
GF2_PMS1__L1A0001037899-MSS1_5760_5120,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.png,images/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_5760_5120.png
GF2_PMS1__L1A0001037899-MSS1_6160_2560,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.png,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_2560.png
GF2_PMS1__L1A0001037899-MSS1_6160_3200,GF2_PMS1__L1A0001037899-MSS1,train,1,cluster_1,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.png,images/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.tif,masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.png,clusters/cluster_1/images/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.tif,clusters/cluster_1/masks/train/GF2_PMS1__L1A0001037899-MSS1_6160_3200.png
